Checking_Account_Status,Duration,Credit_History,Purpose,Credit_Amount,Savings_Account,Employment_Duration,Installment_Rate,Personal_Status_Sex,Other_Debtors,Residence_Duration,Property,Age,Other_Installment_Plans,Housing,Existing_Credits,Job,Num_Dependents,Telephone,Foreign_Worker,Target
No_checking_account,30,Critical_account,Radio/Television,2831,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,2,Car_or_other,33,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
>=_200_DM,24,Existing_credits_paid,Radio/Television,1258,500-1000_DM,1-4_years,3,Female:_divorced/separated/married,NoNe,3,Car_or_other,57,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,6,Existing_credits_paid,Radio/Television,753,<_100_DM,1-4_years,2,Female:_divorced/separated/married,Guarantor,3,Real_estate,64,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,18,Delay_in_past,Business,2427,Unknown/None,>=_7_years,4,Male:_single,NoNe,2,Building_society_savings,42,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Delay_in_past,Car_(new),2538,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,47,NoNe,Own,2,Unskilled_-_resident,2,NoNe,Yes,1
0-200_DM,15,All_credits_paid_at_bank,Car_(new),1264,100-500_DM,1-4_years,2,Male:_married/widowed,NoNe,2,Building_society_savings,25,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,30,Critical_account,Furniture/Equipment,8386,<_100_DM,4-7_years,2,Male:_single,NoNe,2,Building_society_savings,49,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,48,Existing_credits_paid,Business,4844,<_100_DM,Unemployed,3,Male:_single,NoNe,2,Car_or_other,33,Bank,Rent,1,Management/Self-employed,1,Yes,Yes,1
>=_200_DM,21,Existing_credits_paid,Car_(new),2923,100-500_DM,1-4_years,1,Female:_divorced/separated/married,NoNe,1,Car_or_other,28,Bank,Own,1,Management/Self-employed,1,Yes,Yes,0
<_0_DM,36,Existing_credits_paid,Car_(used),8229,<_100_DM,1-4_years,2,Male:_single,NoNe,2,Building_society_savings,26,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,1
No_checking_account,24,Critical_account,Furniture/Equipment,2028,<_100_DM,4-7_years,2,Male:_single,NoNe,2,Building_society_savings,30,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,15,Critical_account,Furniture/Equipment,1433,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,3,Building_society_savings,25,NoNe,Rent,2,Skilled_employee,1,NoNe,Yes,0
>=_200_DM,42,No_credits_/__all_paid,Business,6289,<_100_DM,<_1_year,2,Male:_divorced/separated,NoNe,1,Building_society_savings,33,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,13,Existing_credits_paid,Radio/Television,1409,100-500_DM,Unemployed,2,Female:_divorced/separated/married,NoNe,4,Real_estate,64,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,24,Existing_credits_paid,Car_(used),6579,<_100_DM,Unemployed,4,Male:_single,NoNe,2,Unknown/None,29,NoNe,For_free,1,Management/Self-employed,1,Yes,Yes,0
0-200_DM,24,Critical_account,Radio/Television,1743,<_100_DM,>=_7_years,4,Male:_single,NoNe,2,Building_society_savings,48,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,12,Critical_account,Education,3565,Unknown/None,<_1_year,2,Male:_single,NoNe,1,Building_society_savings,37,NoNe,Own,2,Unskilled_-_resident,2,NoNe,Yes,0
No_checking_account,15,All_credits_paid_at_bank,Radio/Television,1569,100-500_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,34,Bank,Own,1,Unskilled_-_resident,2,NoNe,Yes,0
<_0_DM,18,Existing_credits_paid,Radio/Television,1936,Unknown/None,4-7_years,2,Male:_married/widowed,NoNe,4,Car_or_other,23,NoNe,Rent,2,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,36,Existing_credits_paid,Furniture/Equipment,3959,<_100_DM,Unemployed,4,Male:_single,NoNe,3,Building_society_savings,30,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
No_checking_account,12,Existing_credits_paid,Car_(new),2390,Unknown/None,>=_7_years,4,Male:_single,NoNe,3,Car_or_other,50,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,12,Existing_credits_paid,Furniture/Equipment,1736,<_100_DM,4-7_years,3,Female:_divorced/separated/married,NoNe,4,Real_estate,31,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,30,Existing_credits_paid,Car_(used),3857,<_100_DM,1-4_years,4,Male:_divorced/separated,NoNe,4,Building_society_savings,40,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
No_checking_account,12,Existing_credits_paid,Radio/Television,804,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,38,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,45,Existing_credits_paid,Radio/Television,1845,<_100_DM,1-4_years,4,Male:_single,NoNe,4,Unknown/None,23,NoNe,For_free,1,Skilled_employee,1,Yes,Yes,1
0-200_DM,45,Critical_account,Car_(used),4576,100-500_DM,Unemployed,3,Male:_single,NoNe,4,Car_or_other,27,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
